Date,Time,NQ
1130904,215,3000.5
1130904,230,2999.25
1130904,245,2998
1130904,300,2998.5
1130904,315,3001.75
1130904,330,2999.25
1130904,345,2997.5
1130904,400,2999
1130904,415,2998.75
1130904,430,2997.75
1130904,445,2997.5
1130904,500,2996.75
1130904,515,2997.25
1130904,530,2998.25
1130904,545,2999.5
1130904,600,3001.75
1130904,615,3002.75
1130904,630,3004.75
1130904,645,3004.75
1130904,700,3005.75
1130904,715,3004.75
1130904,730,3005.5
1130904,745,3000.75
1130904,800,3005.5
1130904,815,3008.25
1130904,830,3012.75
1130904,845,3012.75
1130904,900,3017.75
1130904,915,3026
1130904,930,3027.25
1130904,945,3025
1130904,1000,3027.25
1130904,1015,3029.75
1130904,1030,3030.25
1130904,1045,3033.5
1130904,1100,3038.5
1130904,1115,3035
1130904,1130,3035.5
1130904,1145,3036.25
1130904,1200,3036
1130904,1215,3036.25
1130904,1230,3039
1130904,1245,3038.75
1130904,1300,3037.25
1130904,1315,3036.75
1130904,1330,3037.25
1130904,1345,3038
1130904,1400,3038.75
1130904,1415,3040.25
1130904,1430,3033.5
1130904,1445,3033.75
1130904,1500,3036.25
1130904,1515,3041.25
1130904,1545,3042.75
1130904,1600,3042.75
1130904,1715,3043
1130904,1730,3042.5
1130904,1745,3043
1130904,1800,3042.25
1130904,1815,3043.25
1130904,1830,3043.25
1130904,1845,3042.75
1130904,1900,3043.75
1130904,1915,3043.25
1130904,1930,3042.25
1130904,1945,3042.5
1130904,2000,3042.5
1130904,2015,3042.5
1130904,2030,3042.75
1130904,2045,3042.75
1130904,2100,3041.75
1130904,2115,3042
1130904,2130,3042.75
1130904,2145,3043
1130904,2200,3043
1130904,2215,3042.75
1130904,2230,3043
1130904,2245,3042.75
1130904,2300,3042.5
1130904,2315,3043.75
1130904,2330,3044
1130904,2345,3043.75
1130905,0,3044.5
1130905,15,3044.75
1130905,30,3045
1130905,45,3043.25
1130905,100,3043.75
1130905,115,3044
1130905,130,3042.75
1130905,145,3042.25
1130905,200,3040.75
1130905,215,3040.75
1130905,230,3043.75
1130905,245,3044.5
1130905,300,3045
1130905,315,3043.75
1130905,330,3043
1130905,345,3042.75
1130905,400,3041
1130905,415,3040.75
1130905,430,3039.5
1130905,445,3037.5
1130905,500,3039.5
1130905,515,3039.75
1130905,530,3041.5
1130905,545,3043.5
1130905,600,3042.5
1130905,615,3040.75
1130905,630,3041
1130905,645,3042.75
1130905,700,3042
1130905,715,3043.75
1130905,730,3042
1130905,745,3045.75
1130905,800,3041.25
1130905,815,3041.25
1130905,830,3037.5
1130905,845,3045.75
1130905,900,3045.5
1130905,915,3045.25
1130905,930,3045.75
1130905,945,3040.75
1130905,1000,3037.75
1130905,1015,3040.25
1130905,1030,3040.25
1130905,1045,3042.75
1130905,1100,3043.75
1130905,1115,3040.5
1130905,1130,3038.5
1130905,1145,3039
1130905,1200,3039.5
1130905,1215,3039
1130905,1230,3039.5
1130905,1245,3041.25
1130905,1300,3039.75
1130905,1315,3041.5
1130905,1330,3043
1130905,1345,3043.75
1130905,1400,3046.25
1130905,1415,3043.75
1130905,1430,3043.5
1130905,1445,3040.25
1130905,1500,3041.75
1130905,1515,3042.25
1130905,1545,3041.25
1130905,1600,3040.75
1130905,1715,3041.25
1130905,1730,3041
1130905,1745,3042.25
1130905,1800,3042.5
1130905,1815,3042.25
1130905,1830,3042
1130905,1845,3042
1130905,1900,3042.5
1130905,1915,3040.75
1130905,1930,3039.25
1130905,1945,3038
1130905,2000,3034
1130905,2015,3033.75
1130905,2030,3034.25
1130905,2045,3035
1130905,2100,3035.75
1130905,2115,3035.5
1130905,2130,3035.75
1130905,2145,3036.5
1130905,2200,3037.75
1130905,2215,3037.75
1130905,2230,3038
1130905,2245,3038.25
1130905,2300,3038.75
1130905,2315,3039.5
1130905,2330,3038.25
1130905,2345,3039
1130906,0,3038.75
1130906,15,3038.5
1130906,30,3039.5
1130906,45,3038.75
1130906,100,3039
1130906,115,3039.5
1130906,130,3043
1130906,145,3043.75
1130906,200,3043.5
1130906,215,3046.25
1130906,230,3044.5
1130906,245,3043.75
1130906,300,3042
1130906,315,3042.25
1130906,330,3041.5
1130906,345,3042.25
1130906,400,3044.25
1130906,415,3042.75
1130906,430,3043.75
1130906,445,3042.25
1130906,500,3041
1130906,515,3041
1130906,530,3041.25
1130906,545,3042.5
1130906,600,3044.75
1130906,615,3046
1130906,630,3046.5
1130906,645,3047.75
1130906,700,3048.25
1130906,715,3052
1130906,730,3051.25
1130906,745,3049
1130906,800,3054.75
1130906,815,3049.5
1130906,830,3051.75
1130906,845,3034.75
1130906,900,3023.25
1130906,915,3022.5
1130906,930,3031
1130906,945,3043.75
1130906,1000,3049.5
1130906,1015,3051
1130906,1030,3051
1130906,1045,3052.5
1130906,1100,3051.5
1130906,1115,3053.5
1130906,1130,3052.75
1130906,1145,3049.5
1130906,1200,3051
1130906,1215,3051.75
1130906,1230,3052.5
1130906,1245,3053.25
1130906,1300,3059
1130906,1315,3057.75
1130906,1330,3058
1130906,1345,3057
1130906,1400,3056.5
1130906,1415,3050
1130906,1430,3052.25
1130906,1445,3051
1130906,1500,3045
1130906,1515,3045
1130906,1545,3046.5
1130906,1600,3046.5
1130908,1715,3050.25
1130908,1730,3050
1130908,1745,3050.25
1130908,1800,3049
1130908,1815,3049.75
1130908,1830,3049.75
1130908,1845,3050.25
1130908,1900,3050.75
1130908,1915,3050.25
1130908,1930,3048.5
1130908,1945,3049
1130908,2000,3048.5
1130908,2015,3048.5
1130908,2030,3048.5
1130908,2045,3049.75
1130908,2100,3050
1130908,2115,3048.5
1130908,2130,3049.25
1130908,2145,3050.25
1130908,2200,3051
1130908,2215,3053.25
1130908,2230,3054.5
1130908,2245,3053.75
1130908,2300,3053
1130908,2315,3052.75
1130908,2330,3053.25
1130908,2345,3053
1130909,0,3052.5
1130909,15,3052.75
1130909,30,3053.5
1130909,45,3052.25
1130909,100,3053.75
1130909,115,3054.75
1130909,130,3055.25
1130909,145,3055.5
1130909,200,3054.25
1130909,215,3053.5
1130909,230,3055
1130909,245,3053.25
1130909,300,3054.5
1130909,315,3056.75
1130909,330,3056.75
1130909,345,3056.75
1130909,400,3057.25
1130909,415,3054
1130909,430,3054.25
1130909,445,3053.75
1130909,500,3054
1130909,515,3054.25
1130909,530,3056.25
1130909,545,3057.25
1130909,600,3053
1130909,615,3056.5
1130909,630,3057.5
1130909,645,3056
1130909,700,3055.5
1130909,715,3055
1130909,730,3055.25
1130909,745,3054
1130909,800,3056.5
1130909,815,3056.75
1130909,830,3057
1130909,845,3064.75
1130909,900,3066.75
1130909,915,3061.75
1130909,930,3060.5
1130909,945,3064.5
1130909,1000,3062.5
1130909,1015,3064.5
1130909,1030,3064.25
1130909,1045,3069.25
1130909,1100,3069.25
1130909,1115,3073.75
1130909,1130,3076
1130909,1145,3072.75
1130909,1200,3073.5
1130909,1215,3073.25
1130909,1230,3073.25
1130909,1245,3075.25
1130909,1300,3078.5
1130909,1315,3081
1130909,1330,3083.75
1130909,1345,3083.5
1130909,1400,3082.75
1130909,1415,3083.25
1130909,1430,3082.5
1130909,1445,3080.25
1130909,1500,3081
1130909,1515,3079.25
1130909,1545,3081
1130909,1600,3081.75
1130909,1715,3081.25
1130909,1730,3083.5
1130909,1745,3083.75
1130909,1800,3081.75
1130909,1815,3081.5
1130909,1830,3082
1130909,1845,3082.25
1130909,1900,3083.25
1130909,1915,3082.5
1130909,1930,3082.5
1130909,1945,3081.75
1130909,2000,3081
1130909,2015,3080
1130909,2030,3080
1130909,2045,3080
1130909,2100,3080.75
1130909,2115,3080.75
1130909,2130,3082.5
1130909,2145,3082
1130909,2200,3080.75
1130909,2215,3080.75
1130909,2230,3081
1130909,2245,3080.75
1130909,2300,3081.5
1130909,2315,3082.25
1130909,2330,3082
1130909,2345,3082
1130910,0,3082.5
1130910,15,3083.5
1130910,30,3083.25
1130910,45,3086
1130910,100,3086.5
1130910,115,3083.75
1130910,130,3084
1130910,145,3085
1130910,200,3087.75
1130910,215,3087.5
1130910,230,3088
1130910,245,3089.5
1130910,300,3093.75
1130910,315,3095
1130910,330,3095.5
1130910,345,3094.25
1130910,400,3093
1130910,415,3093
1130910,430,3092.5
1130910,445,3094
1130910,500,3095.25
1130910,515,3095.75
1130910,530,3095.75
1130910,545,3096
1130910,600,3095.25
1130910,615,3096.25
1130910,630,3096.75
1130910,645,3099.25
1130910,700,3098.75
1130910,715,3098
1130910,730,3097.75
1130910,745,3098.75
1130910,800,3096.25
1130910,815,3097.75
1130910,830,3099.25
1130910,845,3093
1130910,900,3094.5
1130910,915,3099
1130910,930,3096.75
1130910,945,3100.5
1130910,1000,3096
1130910,1015,3099.75
1130910,1030,3099.75
1130910,1045,3093.75
1130910,1100,3094.75
1130910,1115,3093.25
1130910,1130,3092.75
1130910,1145,3092.5
1130910,1200,3095.25
1130910,1215,3092.75
1130910,1230,3097.5
1130910,1245,3095.75
1130910,1300,3098
1130910,1315,3098
1130910,1330,3093
1130910,1345,3092.5
1130910,1400,3094.5
1130910,1415,3094.25
1130910,1430,3097.25
1130910,1445,3092.75
1130910,1500,3096.25
1130910,1515,3097.25
1130910,1545,3096.75
1130910,1600,3096.75
1130910,1715,3096.25
1130910,1730,3096
1130910,1745,3096
1130910,1800,3095
1130910,1815,3093.5
1130910,1830,3094.75
1130910,1845,3093.75
1130910,1900,3093.5
1130910,1915,3092.5
1130910,1930,3092.5
1130910,1945,3093.75
1130910,2000,3093.5
1130910,2015,3099.5
1130910,2030,3095.5
1130910,2045,3096
1130910,2100,3096
1130910,2115,3093.75
1130910,2130,3094.5
1130910,2145,3096.5
1130910,2200,3094.75
1130910,2215,3094
1130910,2230,3093
1130910,2245,3094.25
1130910,2300,3094
1130910,2315,3094.25
1130910,2330,3094.25
1130910,2345,3091.75
1130911,0,3092
1130911,15,3092.25
1130911,30,3092.75
1130911,45,3092.5
1130911,100,3092.75
1130911,115,3092.5
1130911,130,3091.25
1130911,145,3088.5
1130911,200,3088.5
1130911,215,3088.75
1130911,230,3091.25
1130911,245,3088.75
1130911,300,3088.75
1130911,315,3089
1130911,330,3088.75
1130911,345,3087.75
1130911,400,3091.25
1130911,415,3091.5
1130911,430,3089.5
1130911,445,3089.5
1130911,500,3087.75
1130911,515,3088.5
1130911,530,3089.5
1130911,545,3088.5
1130911,600,3088.5
1130911,615,3088.75
1130911,630,3085.5
1130911,645,3083.75
1130911,700,3081
1130911,715,3082.75
1130911,730,3081.5
1130911,745,3082.5
1130911,800,3082.25
1130911,815,3080
1130911,830,3076
1130911,845,3083.25
1130911,900,3076
1130911,915,3078
1130911,930,3073
1130911,945,3074.75
1130911,1000,3077.75
1130911,1015,3083
1130911,1030,3081.75
1130911,1045,3085.25
1130911,1100,3084.5
1130911,1115,3088.25
1130911,1130,3088.25
1130911,1145,3085.25
1130911,1200,3088
1130911,1215,3086.75
1130911,1230,3087.75
1130911,1245,3090.25
1130911,1300,3090
1130911,1315,3089
1130911,1330,3090
1130911,1345,3091.75
1130911,1400,3089.5
1130911,1415,3089.75
1130911,1430,3085.5
1130911,1445,3088.5
1130911,1500,3091.75
1130911,1515,3091.75
1130911,1545,3094.5
1130911,1600,3096
1130911,1715,3095.5
1130911,1730,3094.5
1130911,1745,3094.5
1130911,1800,3094.25
1130911,1815,3094
1130911,1845,3093.75
1130911,1900,3092
1130911,1915,3093
1130911,1930,3093.5
1130911,1945,3092
1130911,2000,3092.75
1130911,2015,3092.75
1130911,2030,3093.75
1130911,2045,3091.75
1130911,2100,3091.75
1130911,2115,3091.75
1130911,2130,3092
1130911,2145,3093
1130911,2200,3092
1130911,2215,3092.25
1130911,2230,3092
1130911,2245,3092
1130911,2300,3091.75
1130911,2315,3092.75
1130911,2330,3091.75
1130911,2345,3092
1130912,0,3092
1130912,15,3091.5
1130912,30,3092.75
1130912,45,3093.5
1130912,100,3092
1130912,115,3089.75
1130912,130,3089.75
1130912,145,3089
1130912,200,3089
1130912,215,3089.25
1130912,230,3089.25
1130912,245,3090.25
1130912,300,3090.5
1130912,315,3090.75
1130912,330,3089.75
1130912,345,3089.5
1130912,400,3089.25
1130912,415,3088.75
1130912,430,3087
1130912,445,3088.75
1130912,500,3088.25
1130912,515,3088.25
1130912,530,3091.25
1130912,545,3091.75
1130912,600,3091.75
1130912,615,3090.75
1130912,630,3091.75
1130912,645,3094
1130912,700,3095.5
1130912,715,3094.75
1130912,730,3093.75
1130912,745,3094.75
1130912,800,3095
1130912,815,3093
1130912,830,3090.75
1130912,845,3087.25
1130912,900,3094
1130912,915,3092.5
1130912,930,3095.75
1130912,945,3096.75
1130912,1000,3094.25
1130912,1015,3094
1130912,1030,3094
1130912,1045,3088.25
1130912,1100,3091.5
1130912,1115,3087.25
1130912,1130,3089
1130912,1145,3092
1130912,1200,3090.75
1130912,1215,3094
1130912,1230,3095.5
1130912,1245,3094.25
1130912,1300,3092.75
1130912,1315,3092.75
1130912,1330,3093.25
1130912,1345,3092
1130912,1400,3094.5
1130912,1415,3089.5
1130912,1430,3089
1130912,1445,3088.75
1130912,1500,3088.75
1130912,1515,3089.25
1130912,1545,3090.75
1130912,1600,3091.25
1130912,1715,3090.25
1130912,1730,3091.25
1130912,1800,3091
1130912,1815,3091.25
1130912,1830,3091
1130912,1845,3090.75
1130912,1900,3090.5
1130912,1915,3092.25
1130912,1930,3092.5
1130912,1945,3093.5
1130912,2000,3094
1130912,2015,3093.25
1130912,2030,3093.25
1130912,2045,3093.25
1130912,2100,3092.75
1130912,2115,3092.5
1130912,2130,3091
1130912,2145,3091.25
1130912,2200,3091.25
1130912,2215,3092.25
1130912,2230,3091.25
1130912,2245,3091.25
1130912,2300,3091.75
1130912,2315,3092.75
1130912,2330,3092.25
1130912,2345,3091.75
1130913,0,3092.5
1130913,15,3092.25
1130913,30,3087.5
1130913,45,3086.5
1130913,100,3087.75
1130913,115,3087.25
1130913,130,3088.5
1130913,145,3088
1130913,200,3088.25
1130913,215,3090.25
1130913,230,3091.75
1130913,245,3092.5
1130913,300,3092.75
1130913,315,3090.75
1130913,330,3089
1130913,345,3088
1130913,400,3089.75
1130913,415,3089.75
1130913,430,3091
1130913,445,3091.5
1130913,500,3090
1130913,515,3090.25
1130913,530,3090
1130913,545,3089
1130913,600,3089.75
1130913,615,3090
1130913,630,3090.5
1130913,645,3093
1130913,700,3091.75
1130913,715,3093.25
1130913,730,3092.5
1130913,745,3091.25
1130913,800,3093.5
1130913,815,3091
1130913,830,3093.25
1130913,845,3090.5
1130913,900,3090.25
1130913,915,3078.75
1130913,930,3075.5
1130913,945,3083
1130913,1000,3082.5
1130913,1015,3083.75
1130913,1030,3085.5
1130913,1045,3086.25
1130913,1100,3086
1130913,1115,3087.75
1130913,1130,3089.25
1130913,1145,3084
1130913,1200,3086
1130913,1215,3088.75
1130913,1230,3089
1130913,1245,3089.75
1130913,1300,3090.75
1130913,1315,3091.5
1130913,1330,3090.5
1130913,1345,3090
1130913,1400,3090
1130913,1415,3089.25
1130913,1430,3088.75
1130913,1445,3089.25
1130913,1500,3091.25
1130913,1515,3092
1130913,1545,3094
1130913,1600,3093.75
1130915,1715,3123.75
1130915,1730,3123.5
1130915,1745,3130.75
1130915,1800,3126.75
1130915,1815,3127.5
1130915,1830,3127
1130915,1845,3125.25
1130915,1900,3123.25
1130915,1915,3122.75
1130915,1930,3122.25
1130915,1945,3122.75
1130915,2000,3122.5
1130915,2015,3122.5
1130915,2030,3122.75
1130915,2045,3121.75
1130915,2100,3121.75
1130915,2115,3121.75
1130915,2130,3122.5
1130915,2145,3122.75
1130915,2200,3122.5
1130915,2215,3124
1130915,2230,3123.5
1130915,2245,3123.5
1130915,2300,3123.75
1130915,2315,3124.5
1130915,2330,3124
1130915,2345,3124
1130916,0,3124
1130916,15,3123.25
1130916,30,3123
1130916,45,3123.25
1130916,100,3123.25
1130916,115,3123
1130916,130,3122.25
1130916,145,3121.75
1130916,200,3121.75
1130916,215,3118.75
1130916,230,3118.25
1130916,245,3120.5
1130916,300,3121
1130916,315,3124.25
1130916,330,3126
1130916,345,3123.75
1130916,400,3124.5
1130916,415,3123.5
1130916,430,3125
1130916,445,3123.25
1130916,500,3122.25
1130916,515,3124
1130916,530,3123.25
1130916,545,3123.5
1130916,600,3121.5
1130916,615,3122
1130916,630,3122
1130916,645,3122
1130916,700,3121.5
1130916,715,3120
1130916,730,3116.75
1130916,745,3114.25
1130916,800,3113.75
1130916,815,3115.75
1130916,830,3117.25
1130916,845,3107.5
1130916,900,3102
1130916,915,3099.25
1130916,930,3098.25
1130916,945,3094
1130916,1000,3095.25
1130916,1015,3095
1130916,1030,3098.75
1130916,1045,3098.75
1130916,1100,3098
1130916,1115,3097.75
1130916,1130,3097
1130916,1145,3093.5
1130916,1200,3089.5
1130916,1215,3093.75
1130916,1230,3092.75
1130916,1245,3083.5
1130916,1300,3086.75
1130916,1315,3084.5
1130916,1330,3084
1130916,1345,3078.75
1130916,1400,3078.75
1130916,1415,3082
1130916,1430,3079.25
1130916,1445,3075.5
1130916,1500,3081.75
1130916,1515,3080.75
1130916,1545,3081.75
1130916,1600,3079.75
1130916,1715,3079
1130916,1730,3079.25
1130916,1745,3079
1130916,1800,3079
1130916,1815,3079
1130916,1830,3078.75
1130916,1845,3077.25
1130916,1900,3075.5
1130916,1915,3076
1130916,1930,3075.75
1130916,1945,3078.5
1130916,2000,3077.25
1130916,2015,3077
1130916,2030,3078.25
1130916,2045,3078.25
1130916,2100,3077
1130916,2115,3078.5
1130916,2130,3078.25
1130916,2145,3079.25
1130916,2200,3079.25
1130916,2215,3080.25
1130916,2230,3080.75
1130916,2245,3079.5
1130916,2300,3078.5
1130916,2315,3079
1130916,2330,3078.25
1130916,2345,3077.5
1130917,0,3077
1130917,15,3077.75
1130917,30,3076.25
1130917,45,3076.25
1130917,100,3076.25
1130917,115,3077.25
1130917,130,3076.75
1130917,145,3076.5
1130917,200,3078
1130917,215,3080
1130917,230,3078.25
1130917,245,3078.75
1130917,300,3076.25
1130917,315,3076
1130917,330,3075.5
1130917,345,3077.75
1130917,400,3078.5
1130917,415,3078
1130917,430,3078.25
1130917,445,3079.25
1130917,500,3078.75
1130917,515,3077.5
1130917,530,3078
1130917,545,3077.25
1130917,600,3078
1130917,615,3077.75
1130917,630,3082
1130917,645,3080.25
1130917,700,3081.25
1130917,715,3081.5
1130917,730,3083
1130917,745,3084.25
1130917,800,3084.5
1130917,815,3086
1130917,830,3087.75
1130917,845,3091
1130917,900,3094
1130917,915,3098.75
1130917,930,3097.5
1130917,945,3098
1130917,1000,3101
1130917,1015,3102.25
1130917,1030,3103.5
1130917,1045,3101
1130917,1100,3100.75
1130917,1115,3102.5
1130917,1130,3103.75
1130917,1145,3104.25
1130917,1200,3105.25
1130917,1215,3103.75
1130917,1230,3104.25
1130917,1245,3106
1130917,1300,3106.5
1130917,1315,3107
1130917,1330,3106.5
1130917,1345,3106
1130917,1400,3105
1130917,1415,3106
1130917,1430,3105.75
1130917,1445,3104.5
1130917,1500,3104
1130917,1515,3104.25
1130917,1545,3105.75
1130917,1600,3105
1130917,1715,3105
1130917,1730,3105
1130917,1745,3105
1130917,1800,3105
1130917,1815,3104.75
1130917,1830,3105.25
1130917,1845,3105.75
1130917,1900,3105.75
1130917,1915,3107.5
1130917,1930,3107.75
1130917,1945,3107.5
1130917,2000,3108
1130917,2015,3108
1130917,2030,3108.5
1130917,2045,3110.5
1130917,2100,3109.5
1130917,2115,3110.25
1130917,2130,3110.25
1130917,2145,3110.25
1130917,2200,3110.25
1130917,2215,3108.25
1130917,2230,3108.25
1130917,2245,3108.5
1130917,2300,3109.25
1130917,2315,3109.75
1130917,2330,3109
1130917,2345,3109
1130918,0,3109
1130918,15,3109.25
1130918,30,3109.5
1130918,45,3110.5
1130918,100,3110.25
1130918,115,3108.5
1130918,130,3107.75
1130918,145,3109.5
1130918,200,3109.5
1130918,215,3109.5
1130918,230,3107.25
1130918,245,3108
1130918,300,3108
1130918,315,3111.25
1130918,330,3111
1130918,345,3110.25
1130918,400,3111.75
1130918,415,3110.75
1130918,430,3112.5
1130918,445,3113.25
1130918,500,3111.5
1130918,515,3111.25
1130918,530,3111.25
1130918,545,3110.5
1130918,600,3112
1130918,615,3110.5
1130918,630,3111
1130918,645,3111.5
1130918,700,3110.75
1130918,715,3111.25
1130918,730,3110.25
1130918,745,3109.75
1130918,800,3108.75
1130918,815,3110
1130918,830,3108.75
1130918,845,3109
1130918,900,3109.5
1130918,915,3112.5
1130918,930,3109
1130918,945,3110
1130918,1000,3109.75
1130918,1015,3108
1130918,1030,3107.25
1130918,1045,3105.25
1130918,1100,3102.75
1130918,1115,3104.25
1130918,1130,3103.75
1130918,1145,3105.5
1130918,1200,3106.5
1130918,1215,3106.75
1130918,1230,3107.75
1130918,1245,3104.25
1130918,1300,3106
1130918,1315,3128.75
1130918,1330,3129.75
1130918,1345,3132.25
1130918,1400,3145.75
1130918,1415,3143.25
1130918,1430,3142.5
1130918,1445,3142.25
1130918,1500,3141.75
1130918,1515,3141.25
1130918,1545,3142.5
1130918,1600,3144
1130918,1715,3146
1130918,1730,3145.5
1130918,1745,3145.75
1130918,1800,3147
1130918,1815,3146.5
1130918,1830,3148.25
1130918,1845,3148.25
1130918,1900,3147.5
1130918,1915,3145.5
1130918,1930,3145.25
1130918,1945,3145.5
1130918,2000,3145.75
1130918,2015,3145.5
1130918,2030,3146
1130918,2045,3145.5
1130918,2100,3146.5
1130918,2115,3148.25
1130918,2130,3147.25
1130918,2145,3148
1130918,2200,3147.5
1130918,2215,3146.75
1130918,2230,3146.25
1130918,2245,3146
1130918,2300,3146.25
1130918,2315,3146.5
1130918,2330,3146.75
1130918,2345,3146.75
1130919,0,3147
1130919,15,3148
1130919,30,3147.75
1130919,45,3148.75
1130919,100,3149.25
1130919,115,3146.75
1130919,130,3148.5
1130919,145,3148.5
1130919,200,3149
1130919,215,3147.25
1130919,230,3148
1130919,245,3148.75
1130919,300,3149.75
1130919,315,3148
1130919,330,3147.75
1130919,345,3148.5
1130919,400,3149.5
1130919,415,3150.5
1130919,430,3151.5
1130919,445,3153.5
1130919,500,3153.5
1130919,515,3153
1130919,530,3153.5
1130919,545,3153.5
1130919,600,3152.5
1130919,615,3151
1130919,630,3151
1130919,645,3149.25
1130919,700,3149
1130919,715,3148.5
1130919,730,3148.5
1130919,745,3149.75
1130919,800,3148.25
1130919,815,3149
1130919,830,3150
1130919,845,3147.75
1130919,900,3155
1130919,915,3147
1130919,930,3149
1130919,945,3150
1130919,1000,3149.5
1130919,1015,3147
1130919,1030,3148.5
1130919,1045,3145.75
1130919,1100,3145.75
1130919,1115,3149.75
1130919,1130,3150.5
1130919,1145,3149
1130919,1200,3147.5
1130919,1215,3148.25
1130919,1230,3148.5
1130919,1245,3146.25
1130919,1300,3144.5
1130919,1315,3148
1130919,1330,3147.5
1130919,1345,3147.25
1130919,1400,3150.25
1130919,1415,3151.25
1130919,1430,3152.25
1130919,1445,3151
1130919,1500,3148.5
1130919,1515,3150.5
1130919,1545,3149.5
1130919,1600,3149.75
1130919,1715,3148.75
1130919,1730,3150.25
1130919,1745,3149.25
1130919,1800,3149.25
1130919,1815,3148.75
1130919,1830,3148
1130919,1845,3147.75
1130919,1900,3147.75
1130919,1915,3147.5
1130919,1930,3147.5
1130919,1945,3147.75
1130919,2000,3147.5
1130919,2015,3145.75
1130919,2030,3145.75
1130919,2045,3146.5
